"[array([[1],
       [0],
       [0],
       [1]], dtype=int64), array([[0],
       [0],
       [1],
       [1]], dtype=int64), array([[1],
       [1],
       [1],
       [1]], dtype=int64), array([[0],
       [1],
       [1],
       [1]], dtype=int64)]","[[1.00000000e+02 0.00000000e+00 5.00000000e+01 1.00000000e+01
  0.00000000e+00 0.00000000e+00 3.59726328e-01 3.72836831e-01
  4.76800769e+01 6.00000000e+01 0.00000000e+00 0.00000000e+00
  5.48195063e-01 1.52968099e-01 5.06770330e+01 1.10000000e+02
  0.00000000e+00 0.00000000e+00 4.38883060e-01 2.04049349e-01
  3.72241001e+01 3.00000000e+00 2.00000000e+00 1.00000000e+00
  0.00000000e+00]
 [2.00000000e+02 0.00000000e+00 5.00000000e+01 1.10000000e+02
  0.00000000e+00 0.00000000e+00 4.38883060e-01 2.04049349e-01
  3.72241001e+01 1.60000000e+02 0.00000000e+00 0.00000000e+00
  2.06354128e-01 2.10310012e-01 2.52958929e+01 2.10000000e+02
  0.00000000e+00 0.00000000e+00 4.98687381e-01 5.49122810e-01
  8.89604976e+01 3.00000000e+00 2.00000000e+00 0.00000000e+00
  2.00000000e+00]
 [3.00000000e+02 0.00000000e+00 5.00000000e+01 2.60000000e+02
  0.00000000e+00 0.00000000e+00 4.35132643e-01 2.30005786e-01
  9.75944784e+01 3.10000000e+02 0.00000000e+00 0.00000000e+00
  1.62059931e-01 3.80433959e-01 2.82979865e+01 3.60000000e+02
  0.00000000e+00 0.00000000e+00 1.15173709e-01 1.36245036e-01
  7.41378275e+01 3.00000000e+00 2.00000000e+00 0.00000000e+00
  3.00000000e+00]
 [4.00000000e+02 0.00000000e+00 5.00000000e+01 3.60000000e+02
  0.00000000e+00 0.00000000e+00 1.15173709e-01 1.36245036e-01
  7.41378275e+01 4.10000000e+02 0.00000000e+00 0.00000000e+00
  3.31014130e-01 4.84512143e-01 3.99459918e+01 4.60000000e+02
  0.00000000e+00 0.00000000e+00 3.04884428e-01 3.55005608e-01
  2.74649298e+01 3.00000000e+00 2.00000000e+00 0.00000000e+00
  2.00000000e+00]]","[[-0.7450792]
 [-0.7450792]
 [-0.7450792]
 [-0.7450792]]",-0.7450791952095563
"[array([[1],
       [0],
       [0],
       [0]], dtype=int64), array([[0],
       [0],
       [1],
       [1]], dtype=int64), array([[1],
       [1],
       [0],
       [1]], dtype=int64), array([[0],
       [1],
       [1],
       [1]], dtype=int64)]","[[1.00000000e+02 0.00000000e+00 5.00000000e+01 1.00000000e+01
  0.00000000e+00 0.00000000e+00 5.44874063e-01 4.01577568e-01
  5.72204345e+01 6.00000000e+01 0.00000000e+00 0.00000000e+00
  1.13532776e-01 5.50485730e-01 6.53492409e+01 1.10000000e+02
  0.00000000e+00 0.00000000e+00 4.10338401e-01 5.96486431e-01
  3.27198318e+01 6.00000000e+00 4.00000000e+00 2.00000000e+00
  0.00000000e+00]
 [2.00000000e+02 0.00000000e+00 5.00000000e+01 1.10000000e+02
  0.00000000e+00 0.00000000e+00 4.10338401e-01 5.96486431e-01
  3.27198318e+01 1.60000000e+02 0.00000000e+00 0.00000000e+00
  4.99805341e-01 1.43089465e-01 6.13034474e+01 2.10000000e+02
  0.00000000e+00 0.00000000e+00 2.81034104e-01 1.59112503e-01
  6.96019702e+01 6.00000000e+00 4.00000000e+00 0.00000000e+00
  4.00000000e+00]
 [3.00000000e+02 0.00000000e+00 5.00000000e+01 2.60000000e+02
  0.00000000e+00 0.00000000e+00 2.35185743e-01 2.82993486e-01
  9.39353209e+01 3.10000000e+02 0.00000000e+00 0.00000000e+00
  1.78359468e-01 3.40507599e-01 8.66217834e+01 3.60000000e+02
  0.00000000e+00 0.00000000e+00 1.37232652e-01 1.84450270e-01
  7.99160247e+01 9.00000000e+00 6.00000000e+00 1.00000000e+00
  5.00000000e+00]
 [4.00000000e+02 0.00000000e+00 5.00000000e+01 3.60000000e+02
  0.00000000e+00 0.00000000e+00 1.37232652e-01 1.84450270e-01
  7.99160247e+01 4.10000000e+02 0.00000000e+00 0.00000000e+00
  5.02299048e-01 1.33022640e-01 3.60689397e+01 4.60000000e+02
  0.00000000e+00 0.00000000e+00 4.11512894e-01 5.15414806e-01
  4.74001796e+01 9.00000000e+00 6.00000000e+00 0.00000000e+00
  4.00000000e+00]]","[[-1.05244112]
 [-1.05244112]
 [-1.05244112]
 [-1.05244112]]",-1.0524411174615387
"[array([[1],
       [0],
       [0],
       [1]], dtype=int64), array([[0],
       [0],
       [1],
       [1]], dtype=int64), array([[1],
       [1],
       [1],
       [1]], dtype=int64), array([[0],
       [1],
       [1],
       [1]], dtype=int64)]","[[1.00000000e+02 0.00000000e+00 5.00000000e+01 1.00000000e+01
  0.00000000e+00 0.00000000e+00 1.16277187e-01 3.13744582e-01
  6.07065898e+01 6.00000000e+01 0.00000000e+00 0.00000000e+00
  3.62856248e-01 4.49142464e-01 2.93373713e+01 1.10000000e+02
  0.00000000e+00 0.00000000e+00 5.08792442e-01 5.82936268e-01
  4.80518360e+01 9.00000000e+00 6.00000000e+00 3.00000000e+00
  0.00000000e+00]
 [2.00000000e+02 0.00000000e+00 5.00000000e+01 1.10000000e+02
  0.00000000e+00 0.00000000e+00 5.08792442e-01 5.82936268e-01
  4.80518360e+01 1.60000000e+02 0.00000000e+00 0.00000000e+00
  1.77488468e-01 4.29204135e-01 9.01709060e+01 2.10000000e+02
  0.00000000e+00 0.00000000e+00 5.69622305e-01 4.30552535e-01
  8.59634421e+01 9.00000000e+00 6.00000000e+00 0.00000000e+00
  6.00000000e+00]
 [3.00000000e+02 0.00000000e+00 5.00000000e+01 2.60000000e+02
  0.00000000e+00 0.00000000e+00 5.51218588e-01 2.41915365e-01
  9.68173023e+01 3.10000000e+02 0.00000000e+00 0.00000000e+00
  1.75213011e-01 4.92376597e-01 9.45435642e+01 3.60000000e+02
  0.00000000e+00 0.00000000e+00 1.36997149e-01 5.64131830e-01
  3.09561085e+01 1.80000000e+01 1.20000000e+01 1.00000000e+00
  8.00000000e+00]
 [4.00000000e+02 0.00000000e+00 5.00000000e+01 3.60000000e+02
  0.00000000e+00 0.00000000e+00 1.36997149e-01 5.64131830e-01
  3.09561085e+01 4.10000000e+02 0.00000000e+00 0.00000000e+00
  4.83934093e-01 4.98570209e-01 8.82673980e+01 4.60000000e+02
  0.00000000e+00 0.00000000e+00 1.67461336e-01 5.56888927e-01
  9.92086279e+01 1.80000000e+01 1.20000000e+01 0.00000000e+00
  6.00000000e+00]]","[[-0.01920922]
 [-0.01920922]
 [-0.01920922]
 [-0.01920922]]",-0.01920922300726035
"[array([[1],
       [0],
       [0],
       [1]], dtype=int64), array([[0],
       [0],
       [1],
       [1]], dtype=int64), array([[1],
       [1],
       [1],
       [1]], dtype=int64), array([[0],
       [1],
       [1],
       [1]], dtype=int64)]","[[1.00000000e+02 0.00000000e+00 5.00000000e+01 1.00000000e+01
  0.00000000e+00 0.00000000e+00 3.26323359e-01 2.82495404e-01
  2.35658006e+01 6.00000000e+01 0.00000000e+00 0.00000000e+00
  2.22538346e-01 5.27520043e-01 9.28612534e+01 1.10000000e+02
  0.00000000e+00 0.00000000e+00 1.86838410e-01 5.41684551e-01
  2.19308066e+01 1.20000000e+01 8.00000000e+00 4.00000000e+00
  0.00000000e+00]
 [2.00000000e+02 0.00000000e+00 5.00000000e+01 1.10000000e+02
  0.00000000e+00 0.00000000e+00 1.86838410e-01 5.41684551e-01
  2.19308066e+01 1.60000000e+02 0.00000000e+00 0.00000000e+00
  1.17700234e-01 2.46189886e-01 4.92321662e+01 2.10000000e+02
  0.00000000e+00 0.00000000e+00 3.85515822e-01 3.89170340e-01
  2.09711934e+01 1.20000000e+01 8.00000000e+00 0.00000000e+00
  8.00000000e+00]
 [3.00000000e+02 0.00000000e+00 5.00000000e+01 2.60000000e+02
  0.00000000e+00 0.00000000e+00 2.93932647e-01 5.41635482e-01
  3.28896713e+01 3.10000000e+02 0.00000000e+00 0.00000000e+00
  3.37128235e-01 3.52591598e-01 3.07375890e+01 3.60000000e+02
  0.00000000e+00 0.00000000e+00 5.16672917e-01 1.69810614e-01
  6.80107522e+01 3.00000000e+01 2.00000000e+01 1.00000000e+00
  1.10000000e+01]
 [4.00000000e+02 0.00000000e+00 5.00000000e+01 3.60000000e+02
  0.00000000e+00 0.00000000e+00 5.16672917e-01 1.69810614e-01
  6.80107522e+01 4.10000000e+02 0.00000000e+00 0.00000000e+00
  5.13459276e-01 5.12604077e-01 9.97760235e+01 4.60000000e+02
  0.00000000e+00 0.00000000e+00 3.54535666e-01 4.32580860e-01
  5.47648446e+01 3.00000000e+01 2.00000000e+01 0.00000000e+00
  8.00000000e+00]]","[[-0.12365607]
 [-0.12365607]
 [-0.12365607]
 [-0.12365607]]",-0.12365606801685614
"[array([[1],
       [0],
       [0],
       [1]], dtype=int64), array([[0],
       [0],
       [1],
       [1]], dtype=int64), array([[1],
       [1],
       [0],
       [1]], dtype=int64), array([[0],
       [1],
       [1],
       [1]], dtype=int64)]","[[1.00000000e+02 0.00000000e+00 5.00000000e+01 1.00000000e+01
  0.00000000e+00 0.00000000e+00 2.06457913e-01 2.87803892e-01
  2.72883420e+01 6.00000000e+01 0.00000000e+00 0.00000000e+00
  2.36954197e-01 2.56892520e-01 4.65949170e+01 1.10000000e+02
  0.00000000e+00 0.00000000e+00 3.24992416e-01 5.82904437e-01
  6.21152221e+01 1.50000000e+01 1.00000000e+01 5.00000000e+00
  0.00000000e+00]
 [2.00000000e+02 0.00000000e+00 5.00000000e+01 1.10000000e+02
  0.00000000e+00 0.00000000e+00 3.24992416e-01 5.82904437e-01
  6.21152221e+01 1.60000000e+02 0.00000000e+00 0.00000000e+00
  5.69313456e-01 3.76732571e-01 9.18464214e+01 2.10000000e+02
  0.00000000e+00 0.00000000e+00 4.18791675e-01 3.05038573e-01
  4.35317138e+01 1.50000000e+01 1.00000000e+01 0.00000000e+00
  1.00000000e+01]
 [3.00000000e+02 0.00000000e+00 5.00000000e+01 2.60000000e+02
  0.00000000e+00 0.00000000e+00 3.54291391e-01 1.86138376e-01
  4.67551020e+01 3.10000000e+02 0.00000000e+00 0.00000000e+00
  5.81295769e-01 2.36818818e-01 9.30657904e+01 3.60000000e+02
  0.00000000e+00 0.00000000e+00 5.30088275e-01 1.93679836e-01
  7.73356190e+01 4.50000000e+01 3.00000000e+01 2.00000000e+00
  1.30000000e+01]
 [4.00000000e+02 0.00000000e+00 5.00000000e+01 3.60000000e+02
  0.00000000e+00 0.00000000e+00 5.30088275e-01 1.93679836e-01
  7.73356190e+01 4.10000000e+02 0.00000000e+00 0.00000000e+00
  4.97797543e-01 2.41263679e-01 5.69531450e+01 4.60000000e+02
  0.00000000e+00 0.00000000e+00 1.31988768e-01 4.33712200e-01
  9.17786360e+01 4.50000000e+01 3.00000000e+01 0.00000000e+00
  1.00000000e+01]]","[[-1.53652387]
 [-1.53652387]
 [-1.53652387]
 [-1.53652387]]",-1.5365238656669569
"[array([[1],
       [0],
       [0],
       [0]], dtype=int64), array([[0],
       [0],
       [1],
       [1]], dtype=int64), array([[1],
       [1],
       [1],
       [1]], dtype=int64), array([[0],
       [1],
       [1],
       [1]], dtype=int64)]","[[1.00000000e+02 0.00000000e+00 5.00000000e+01 1.00000000e+01
  0.00000000e+00 0.00000000e+00 4.89208611e-01 5.43570120e-01
  9.83883576e+01 6.00000000e+01 0.00000000e+00 0.00000000e+00
  2.51415901e-01 3.27118008e-01 3.43959985e+01 1.10000000e+02
  0.00000000e+00 0.00000000e+00 1.13046533e-01 4.21258123e-01
  6.12370487e+01 1.80000000e+01 1.20000000e+01 6.00000000e+00
  0.00000000e+00]
 [2.00000000e+02 0.00000000e+00 5.00000000e+01 1.10000000e+02
  0.00000000e+00 0.00000000e+00 1.13046533e-01 4.21258123e-01
  6.12370487e+01 1.60000000e+02 0.00000000e+00 0.00000000e+00
  3.92276408e-01 3.79757453e-01 4.20674222e+01 2.10000000e+02
  0.00000000e+00 0.00000000e+00 4.60314408e-01 2.87589053e-01
  8.27974538e+01 1.80000000e+01 1.20000000e+01 0.00000000e+00
  1.20000000e+01]
 [3.00000000e+02 0.00000000e+00 5.00000000e+01 2.60000000e+02
  0.00000000e+00 0.00000000e+00 4.11514914e-01 5.36269248e-01
  2.83533924e+01 3.10000000e+02 0.00000000e+00 0.00000000e+00
  1.31246953e-01 5.16536244e-01 4.40428114e+01 3.60000000e+02
  0.00000000e+00 0.00000000e+00 4.64606848e-01 2.40972403e-01
  2.15626084e+01 6.30000000e+01 4.20000000e+01 2.00000000e+00
  1.60000000e+01]
 [4.00000000e+02 0.00000000e+00 5.00000000e+01 3.60000000e+02
  0.00000000e+00 0.00000000e+00 4.64606848e-01 2.40972403e-01
  2.15626084e+01 4.10000000e+02 0.00000000e+00 0.00000000e+00
  4.36211537e-01 1.01891913e-01 5.81296068e+01 4.60000000e+02
  0.00000000e+00 0.00000000e+00 1.25113408e-01 3.79802581e-01
  4.78325731e+01 6.30000000e+01 4.20000000e+01 0.00000000e+00
  1.20000000e+01]]","[[-0.71806245]
 [-0.71806245]
 [-0.71806245]
 [-0.71806245]]",-0.7180624540470627
"[array([[1],
       [0],
       [0],
       [1]], dtype=int64), array([[0],
       [0],
       [1],
       [1]], dtype=int64), array([[1],
       [1],
       [1],
       [1]], dtype=int64), array([[0],
       [1],
       [1],
       [1]], dtype=int64)]","[[1.00000000e+02 0.00000000e+00 5.00000000e+01 1.00000000e+01
  0.00000000e+00 0.00000000e+00 2.13361862e-01 2.05277569e-01
  7.25920888e+01 6.00000000e+01 0.00000000e+00 0.00000000e+00
  5.21908373e-01 4.08838151e-01 9.34015151e+01 1.10000000e+02
  0.00000000e+00 0.00000000e+00 5.64547414e-01 5.09416103e-01
  9.70603956e+01 2.10000000e+01 1.40000000e+01 7.00000000e+00
  0.00000000e+00]
 [2.00000000e+02 0.00000000e+00 5.00000000e+01 1.10000000e+02
  0.00000000e+00 0.00000000e+00 5.64547414e-01 5.09416103e-01
  9.70603956e+01 1.60000000e+02 0.00000000e+00 0.00000000e+00
  4.95749075e-01 2.73472582e-01 8.11490519e+01 2.10000000e+02
  0.00000000e+00 0.00000000e+00 5.56234118e-01 3.48156235e-01
  2.97233749e+01 2.10000000e+01 1.40000000e+01 0.00000000e+00
  1.40000000e+01]
 [3.00000000e+02 0.00000000e+00 5.00000000e+01 2.60000000e+02
  0.00000000e+00 0.00000000e+00 1.17641097e-01 4.49490636e-01
  9.78756206e+01 3.10000000e+02 0.00000000e+00 0.00000000e+00
  1.94333032e-01 5.90004206e-01 6.68170602e+01 3.60000000e+02
  0.00000000e+00 0.00000000e+00 1.28150322e-01 1.67559677e-01
  6.79857424e+01 8.40000000e+01 5.60000000e+01 2.00000000e+00
  1.90000000e+01]
 [4.00000000e+02 0.00000000e+00 5.00000000e+01 3.60000000e+02
  0.00000000e+00 0.00000000e+00 1.28150322e-01 1.67559677e-01
  6.79857424e+01 4.10000000e+02 0.00000000e+00 0.00000000e+00
  2.60018976e-01 5.97058350e-01 8.12837262e+01 4.60000000e+02
  0.00000000e+00 0.00000000e+00 2.78289093e-01 2.89102930e-01
  6.02054843e+01 8.40000000e+01 5.60000000e+01 0.00000000e+00
  1.40000000e+01]]","[[-1.14349645]
 [-1.14349645]
 [-1.14349645]
 [-1.14349645]]",-1.143496451543579
"[array([[1],
       [0],
       [0],
       [0]], dtype=int64), array([[0],
       [0],
       [1],
       [1]], dtype=int64), array([[1],
       [1],
       [1],
       [1]], dtype=int64), array([[0],
       [1],
       [1],
       [1]], dtype=int64)]","[[1.00000000e+02 0.00000000e+00 5.00000000e+01 1.00000000e+01
  0.00000000e+00 0.00000000e+00 3.63065831e-01 5.82873460e-01
  3.00140976e+01 6.00000000e+01 0.00000000e+00 0.00000000e+00
  2.14995262e-01 5.80906168e-01 9.57067847e+01 1.10000000e+02
  0.00000000e+00 0.00000000e+00 3.25687166e-01 5.84602646e-01
  3.93676927e+01 2.40000000e+01 1.60000000e+01 8.00000000e+00
  0.00000000e+00]
 [2.00000000e+02 0.00000000e+00 5.00000000e+01 1.10000000e+02
  0.00000000e+00 0.00000000e+00 3.25687166e-01 5.84602646e-01
  3.93676927e+01 1.60000000e+02 0.00000000e+00 0.00000000e+00
  2.03336685e-01 4.11390524e-01 9.19490642e+01 2.10000000e+02
  0.00000000e+00 0.00000000e+00 4.19523143e-01 5.18354952e-01
  9.29863975e+01 2.40000000e+01 1.60000000e+01 0.00000000e+00
  1.60000000e+01]
 [3.00000000e+02 0.00000000e+00 5.00000000e+01 2.60000000e+02
  0.00000000e+00 0.00000000e+00 2.73875397e-01 1.04822910e-01
  5.09367209e+01 3.10000000e+02 0.00000000e+00 0.00000000e+00
  5.16481792e-01 2.01115629e-01 4.28501305e+01 3.60000000e+02
  0.00000000e+00 0.00000000e+00 1.19378410e-01 3.74097034e-01
  2.24364206e+01 1.08000000e+02 7.20000000e+01 2.00000000e+00
  2.20000000e+01]
 [4.00000000e+02 0.00000000e+00 5.00000000e+01 3.60000000e+02
  0.00000000e+00 0.00000000e+00 1.19378410e-01 3.74097034e-01
  2.24364206e+01 4.10000000e+02 0.00000000e+00 0.00000000e+00
  5.16748332e-01 1.37358735e-01 4.12978357e+01 4.60000000e+02
  0.00000000e+00 0.00000000e+00 5.57476110e-01 4.16761915e-01
  6.32262373e+01 1.08000000e+02 7.20000000e+01 0.00000000e+00
  1.60000000e+01]]","[[0.04350766]
 [0.04350766]
 [0.04350766]
 [0.04350766]]",0.04350765605842208
"[array([[1],
       [0],
       [0],
       [1]], dtype=int64), array([[0],
       [0],
       [1],
       [1]], dtype=int64), array([[1],
       [1],
       [1],
       [1]], dtype=int64), array([[0],
       [1],
       [1],
       [1]], dtype=int64)]","[[1.00000000e+02 0.00000000e+00 5.00000000e+01 1.00000000e+01
  0.00000000e+00 0.00000000e+00 5.27783246e-01 2.56386692e-01
  9.46289846e+01 6.00000000e+01 0.00000000e+00 0.00000000e+00
  2.45803618e-01 1.64355018e-01 9.57726569e+01 1.10000000e+02
  0.00000000e+00 0.00000000e+00 4.39961363e-01 2.46199246e-01
  7.23882894e+01 2.70000000e+01 1.80000000e+01 9.00000000e+00
  0.00000000e+00]
 [2.00000000e+02 0.00000000e+00 5.00000000e+01 1.10000000e+02
  0.00000000e+00 0.00000000e+00 4.39961363e-01 2.46199246e-01
  7.23882894e+01 1.60000000e+02 0.00000000e+00 0.00000000e+00
  4.88547549e-01 4.03019200e-01 9.42034115e+01 2.10000000e+02
  0.00000000e+00 0.00000000e+00 3.33801316e-01 4.33620395e-01
  9.18673430e+01 2.70000000e+01 1.80000000e+01 0.00000000e+00
  1.80000000e+01]
 [3.00000000e+02 0.00000000e+00 5.00000000e+01 2.60000000e+02
  0.00000000e+00 0.00000000e+00 5.07467356e-01 1.56012626e-01
  6.91191309e+01 3.10000000e+02 0.00000000e+00 0.00000000e+00
  5.94269099e-01 1.33165295e-01 5.30905327e+01 3.60000000e+02
  0.00000000e+00 0.00000000e+00 4.00032249e-01 1.38285066e-01
  9.50444281e+01 1.35000000e+02 9.00000000e+01 2.00000000e+00
  2.50000000e+01]
 [4.00000000e+02 0.00000000e+00 5.00000000e+01 3.60000000e+02
  0.00000000e+00 0.00000000e+00 4.00032249e-01 1.38285066e-01
  9.50444281e+01 4.10000000e+02 0.00000000e+00 0.00000000e+00
  3.36419378e-01 5.55933328e-01 7.02291253e+01 4.60000000e+02
  0.00000000e+00 0.00000000e+00 3.60697060e-01 2.08713121e-01
  8.77231765e+01 1.35000000e+02 9.00000000e+01 0.00000000e+00
  1.80000000e+01]]","[[-1.013695]
 [-1.013695]
 [-1.013695]
 [-1.013695]]",-1.0136949986986594
"[array([[1],
       [0],
       [0],
       [1]], dtype=int64), array([[0],
       [0],
       [1],
       [1]], dtype=int64), array([[1],
       [1],
       [1],
       [1]], dtype=int64), array([[0],
       [1],
       [1],
       [1]], dtype=int64)]","[[1.00000000e+02 0.00000000e+00 5.00000000e+01 1.00000000e+01
  0.00000000e+00 0.00000000e+00 2.17791580e-01 1.16385430e-01
  2.03485432e+01 6.00000000e+01 0.00000000e+00 0.00000000e+00
  3.16945292e-01 5.17946233e-01 7.55524007e+01 1.10000000e+02
  0.00000000e+00 0.00000000e+00 5.75478357e-01 5.58287639e-01
  9.29176135e+01 3.00000000e+01 2.00000000e+01 1.00000000e+01
  0.00000000e+00]
 [2.00000000e+02 0.00000000e+00 5.00000000e+01 1.10000000e+02
  0.00000000e+00 0.00000000e+00 5.75478357e-01 5.58287639e-01
  9.29176135e+01 1.60000000e+02 0.00000000e+00 0.00000000e+00
  5.51158412e-01 5.34418152e-01 7.16398527e+01 2.10000000e+02
  0.00000000e+00 0.00000000e+00 1.27947245e-01 4.66887704e-01
  9.47111399e+01 3.00000000e+01 2.00000000e+01 0.00000000e+00
  2.00000000e+01]
 [3.00000000e+02 0.00000000e+00 5.00000000e+01 2.60000000e+02
  0.00000000e+00 0.00000000e+00 3.63775451e-01 3.25439542e-01
  9.22799190e+01 3.10000000e+02 0.00000000e+00 0.00000000e+00
  2.79579735e-01 5.67286924e-01 5.73681675e+01 3.60000000e+02
  0.00000000e+00 0.00000000e+00 2.82095220e-01 1.74401639e-01
  2.05650321e+01 1.65000000e+02 1.10000000e+02 2.00000000e+00
  2.80000000e+01]
 [4.00000000e+02 0.00000000e+00 5.00000000e+01 3.60000000e+02
  0.00000000e+00 0.00000000e+00 2.82095220e-01 1.74401639e-01
  2.05650321e+01 4.10000000e+02 0.00000000e+00 0.00000000e+00
  5.04606578e-01 5.01684587e-01 3.85989085e+01 4.60000000e+02
  0.00000000e+00 0.00000000e+00 4.48086511e-01 2.24090414e-01
  3.26050534e+01 1.65000000e+02 1.10000000e+02 0.00000000e+00
  2.00000000e+01]]","[[-0.23350301]
 [-0.23350301]
 [-0.23350301]
 [-0.23350301]]",-0.23350300870803228
